isogroup47480_c0_g2	K13525
isogroup63459_c0_g1	K09436
isogroup78073_c2_g1	K03037
isogroup78217_c0_g1	K22403
isogroup84565_c0_g1	K22544
isogroup72102_c4_g1	K02983
isogroup35673_c0_g1	K12160
isogroup62459_c0_g1	K17095
isogroup27311_c0_g1	K02995
isogroup72328_c0_g7	K21456
isogroup64099_c0_g2	K19613
isogroup73738_c2_g3	K15053
isogroup45619_c0_g1	K20347
isogroup68474_c3_g5	K00869
isogroup72508_c0_g1	K00777
isogroup76223_c4_g1	K22763
isogroup54861_c0_g2	K09502
isogroup33521_c0_g1	K24478
isogroup68321_c1_g5	K09495
isogroup70410_c1_g1	K10380
isogroup77633_c0_g1	K19933
isogroup112716_c0_g1	K24983
isogroup64727_c0_g1	K01464
isogroup74377_c2_g3	K08568
isogroup73796_c3_g1	K04420
isogroup118813_c0_g1	K17795
isogroup37355_c0_g1	K09366
isogroup69879_c1_g2	K11972
isogroup54048_c0_g1	K01197
isogroup77369_c0_g2	K01415
isogroup87240_c0_g1	K23567
isogroup95261_c0_g1	K10080
isogroup71034_c9_g1	K10691
isogroup36853_c0_g1	K25165
isogroup74344_c2_g6	K18667
isogroup73477_c0_g2	K01527
isogroup52521_c0_g1	K08341
isogroup74331_c0_g3	K01025
isogroup71387_c2_g1	K09272
isogroup43511_c0_g1	K06972
isogroup4259_c0_g1	K18587
isogroup78844_c1_g1	K05754
isogroup106565_c0_g1	K05619
isogroup77029_c0_g3	K24141
isogroup71034_c10_g1	K10158
isogroup73268_c0_g2	K15102
isogroup69955_c0_g1	K18532
isogroup74575_c1_g5	K07880
isogroup68052_c0_g1	K05641
isogroup69991_c4_g1	K09272
isogroup87795_c0_g1	K22369
isogroup61842_c0_g1	K12489
isogroup20508_c0_g1	K12881
isogroup76940_c1_g2	K18592
isogroup69241_c2_g8	K21772
isogroup105326_c0_g1	K02951
isogroup70849_c0_g1	K05658
isogroup76385_c1_g1	K10356
isogroup75316_c1_g1	K07766
isogroup72852_c8_g4	K02987
isogroup64691_c0_g1	K01365
isogroup47282_c0_g1	K06233
isogroup78237_c1_g1	K13499
isogroup49671_c0_g1	K14004
isogroup67446_c8_g1	K14410
isogroup78339_c0_g1	K04349
isogroup66159_c6_g2	K02885
isogroup77118_c2_g2	K01254
isogroup69464_c0_g1	K00020
isogroup74744_c3_g2	K11419
isogroup63663_c0_g2	K17080
isogroup77873_c0_g4	K22544
isogroup76951_c0_g3	K24223
isogroup71422_c0_g1	K17888
isogroup92412_c0_g1	K11155
isogroup65184_c0_g1	K23542
isogroup74621_c0_g1	K14354
isogroup75152_c0_g1	K16812
isogroup105931_c0_g1	K02877
isogroup73428_c1_g4	K14621
isogroup126048_c0_g1	K14321
isogroup69296_c0_g1	K12399
isogroup78219_c0_g1	K05641
isogroup73108_c1_g1	K17264
isogroup75135_c1_g3	K23664
isogroup86249_c0_g1	K12835
isogroup6099_c0_g1	K12824
isogroup74142_c0_g2	K20774
isogroup30862_c0_g1	K05674
isogroup70835_c2_g2	K01432
isogroup78856_c0_g1	K00888
isogroup76081_c5_g1	K24426
isogroup69246_c1_g3	K13912
isogroup69654_c1_g1	K05696
isogroup61778_c0_g3	K18622
isogroup69818_c1_g1	K00810
isogroup72325_c2_g1	K18134
isogroup69656_c0_g2	K10408
isogroup91074_c0_g1	K16910
isogroup72496_c1_g1	K17592
isogroup74982_c7_g2	K08054
isogroup73171_c2_g2	K12177
isogroup6130_c0_g1	K04550
isogroup73292_c0_g2	K16197
isogroup65980_c0_g1	K16603
isogroup76901_c1_g1	K15503
isogroup61938_c0_g1	K01196
isogroup77715_c1_g1	K01870
isogroup69951_c0_g1	K01623
isogroup119796_c0_g1	K18211
isogroup73614_c0_g1	K00078
isogroup67789_c0_g1	K19952
isogroup32406_c0_g1	K20183
isogroup91797_c0_g1	K08681
isogroup75673_c1_g1	K20101
isogroup77376_c2_g1	K16461
isogroup51807_c0_g1	K03627
isogroup62858_c1_g1	K11654
isogroup51801_c0_g1	K09207
isogroup13050_c0_g1	K12891
isogroup79025_c2_g3	K11968
isogroup64921_c0_g1	K00799
isogroup78763_c0_g1	K22125
isogroup77591_c5_g1	K05692
isogroup66555_c0_g4	K17751
isogroup76948_c2_g2	K14289
isogroup461_c0_g1	K14785
isogroup70125_c0_g1	K25174
isogroup79032_c1_g2	K20045
isogroup74218_c2_g2	K01968
isogroup75814_c0_g1	K17594
isogroup74791_c4_g3	K02930
isogroup73594_c0_g1	K23820
isogroup113899_c0_g1	K04247
isogroup71251_c3_g1	K00934
isogroup70543_c1_g1	K07876
isogroup68918_c0_g2	K17592
isogroup68090_c1_g1	K13431
isogroup78157_c1_g2	K05749
isogroup117552_c0_g1	K08740
isogroup75486_c0_g1	K10397
isogroup72880_c3_g1	K08341
isogroup65581_c0_g1	K20780
isogroup65696_c0_g1	K08882
isogroup74243_c0_g3	K08803
isogroup68423_c5_g1	K12849
isogroup73947_c0_g1	K16449
isogroup69625_c0_g1	K03469
isogroup63946_c0_g1	K17095
isogroup63249_c0_g1	K03263
isogroup71525_c1_g6	K14947
isogroup29080_c0_g1	K08675
isogroup23115_c0_g1	K07198
isogroup54269_c0_g1	K13254
isogroup69090_c0_g1	K15100
isogroup71810_c0_g1	K17495
isogroup67579_c0_g1	K03512
isogroup72666_c0_g2	K12481
isogroup60037_c0_g3	K14163
isogroup72229_c1_g1	K12881
isogroup68696_c0_g1	K14713
isogroup62607_c0_g4	K01379
isogroup95806_c0_g1	K09542
isogroup67799_c3_g1	K08105
isogroup67666_c0_g1	K21289
isogroup43626_c0_g1	K04450
isogroup72230_c1_g1	K06275
isogroup99260_c0_g1	K18735
isogroup59139_c0_g1	K12035
isogroup71500_c0_g1	K14209
isogroup77909_c1_g3	K04600
isogroup2568_c0_g1	K02270
isogroup75436_c2_g1	K17822
isogroup68528_c1_g4	K15503
isogroup75194_c0_g3	K11131
isogroup74185_c2_g3	K10578
isogroup76020_c0_g1	K11831
isogroup62682_c0_g1	K23909
isogroup89033_c0_g1	K24909
isogroup66103_c0_g2	K24143
isogroup78630_c1_g2	K04615
isogroup13514_c0_g1	K10666
isogroup69201_c4_g1	K07374
isogroup26629_c0_g1	K12891
isogroup45082_c1_g1	K19931
isogroup80798_c0_g1	K09504
isogroup4623_c0_g1	K07252
isogroup69364_c2_g1	K00253
isogroup79098_c0_g1	K03165
isogroup8826_c0_g1	K08498
isogroup76508_c0_g1	K00311
isogroup94756_c0_g1	K02877
isogroup69965_c0_g1	K10260
isogroup72971_c0_g1	K03768
isogroup72209_c1_g1	K01134
isogroup61275_c0_g1	K05756
isogroup70261_c3_g1	K15153
isogroup18355_c0_g1	K03872
isogroup4344_c0_g1	K17700
isogroup71212_c1_g1	K02921
isogroup66990_c3_g5	K02951
isogroup75793_c7_g1	K22182
isogroup56255_c0_g1	K02126
isogroup66634_c0_g1	K11099
isogroup76557_c0_g2	K02883
isogroup74048_c0_g6	K09848
isogroup114317_c0_g1	K03011
isogroup70281_c2_g2	K12751
isogroup72466_c2_g1	K08821
isogroup74148_c1_g1	K16591
isogroup98297_c0_g1	K22125
isogroup76277_c0_g1	K12666
isogroup72633_c0_g1	K01469
isogroup76237_c2_g1	K12035
isogroup58147_c0_g1	K02265
isogroup74860_c7_g4	K23209
isogroup72718_c0_g2	K06058
isogroup68454_c0_g1	K07232
isogroup75095_c2_g4	K18032
isogroup63495_c0_g1	K17987
isogroup72628_c0_g1	K00121
isogroup69299_c3_g1	K05633
isogroup65827_c0_g1	K15040
isogroup73575_c0_g3	K04630
isogroup67166_c1_g5	K13122
isogroup68953_c0_g1	K08012
isogroup75139_c6_g1	K12838
isogroup51437_c0_g5	K14290
isogroup55386_c1_g3	K09496
isogroup73893_c1_g1	K20217
isogroup77509_c0_g1	K12026
isogroup65881_c0_g2	K01555
isogroup79007_c4_g2	K05673
isogroup37644_c0_g1	K08776
isogroup73628_c0_g1	K12597
isogroup57398_c0_g1	K04392
isogroup70147_c0_g2	K08455
isogroup66832_c0_g2	K10408
isogroup69505_c0_g2	K08341
isogroup70194_c9_g1	K22970
isogroup29982_c0_g1	K16939
isogroup58231_c0_g1	K24990
isogroup67969_c0_g1	K03462
isogroup66339_c0_g2	K00615
isogroup63835_c0_g1	K00103
isogroup66662_c8_g8	K24420
isogroup74950_c0_g2	K22747
isogroup69973_c2_g5	K22614
isogroup31502_c0_g1	K02966
isogroup74339_c1_g7	K02989
isogroup76788_c0_g2	K09487
isogroup62702_c0_g1	K08860
isogroup71762_c2_g2	K15278
isogroup8956_c0_g1	K00972
isogroup20407_c0_g1	K10839
isogroup68897_c2_g2	K10990
isogroup71858_c4_g1	K06693
isogroup69608_c0_g3	K04491
isogroup96773_c0_g1	K04348
isogroup77728_c0_g5	K15370
isogroup73153_c2_g1	K13104
isogroup70479_c8_g1	K23820
isogroup69931_c2_g2	K14411
isogroup31480_c0_g1	K04727
isogroup67529_c1_g4	K03234
isogroup67925_c0_g2	K08681
isogroup59241_c0_g3	K09409
isogroup9168_c0_g1	K02896
isogroup66030_c0_g1	K12272
isogroup78229_c1_g4	K13091
isogroup11320_c0_g1	K14638
isogroup69629_c1_g2	K02267
isogroup76514_c2_g3	K10361
isogroup68247_c4_g1	K19683
isogroup69940_c0_g1	K18399
isogroup39938_c0_g1	K08341
isogroup75381_c0_g1	K11411
isogroup70821_c2_g2	K16604
isogroup75654_c0_g3	K23902
isogroup68571_c4_g1	K03245
isogroup69194_c3_g3	K02866
isogroup50256_c0_g1	K18466
isogroup71359_c1_g1	K11411
isogroup59718_c0_g2	K21444
isogroup76587_c1_g1	K11450
isogroup76705_c0_g1	K00710
isogroup74187_c1_g1	K19755
isogroup65578_c0_g2	K24155
isogroup48608_c0_g1	K06943
isogroup77807_c2_g1	K06639
isogroup95103_c0_g1	K16914
isogroup74133_c0_g1	K20096
isogroup65167_c2_g1	K00799
isogroup77750_c1_g4	K17341
isogroup68719_c10_g3	K07950
isogroup52880_c0_g1	K13982
isogroup63327_c0_g1	K23829
isogroup75941_c2_g1	K19323
isogroup9564_c0_g1	K00522
isogroup76866_c1_g3	K14018
isogroup77591_c6_g1	K05692
isogroup66451_c0_g1	K04420
isogroup87853_c0_g1	K06662
isogroup10469_c0_g1	K06269
isogroup76970_c0_g4	K00699
isogroup70942_c1_g2	K04730
isogroup46575_c0_g1	K12304
isogroup68143_c2_g3	K02873
isogroup77918_c1_g2	K02350
isogroup64807_c1_g1	K00289
isogroup77557_c3_g1	K17512
isogroup77533_c0_g1	K03349
isogroup77556_c1_g1	K10595
isogroup67033_c0_g2	K12657
isogroup50352_c0_g2	K23879
isogroup71795_c4_g1	K08770
isogroup67049_c0_g1	K11088
isogroup66703_c0_g2	K02374
isogroup76873_c0_g1	K08770
isogroup49982_c0_g1	K01082
isogroup70787_c2_g2	K08770
isogroup69433_c2_g2	K02865
isogroup56483_c0_g1	K14429
isogroup75439_c1_g2	K23424
isogroup8881_c0_g1	K10593
isogroup64782_c0_g2	K22125
isogroup78431_c0_g1	K04351
isogroup70607_c1_g3	K00799
isogroup68754_c1_g6	K13107
isogroup124319_c0_g1	K04437
isogroup47889_c0_g1	K12160
isogroup70226_c0_g2	K02958
isogroup16360_c0_g1	K08517
isogroup89198_c0_g1	K11726
isogroup79058_c1_g4	K24104
isogroup79281_c1_g1	K08833
isogroup72394_c2_g1	K00600
isogroup920_c0_g1	K00799
isogroup78730_c0_g1	K24047
isogroup4347_c0_g1	K03030
isogroup70499_c2_g1	K16353
isogroup75335_c0_g5	K01493
isogroup114764_c0_g1	K12311
isogroup71036_c2_g3	K17339
isogroup69434_c0_g2	K19907
isogroup73847_c0_g6	K10408
isogroup78588_c8_g1	K15414
isogroup79405_c0_g1	K04962
isogroup75682_c3_g2	K10226
isogroup71703_c0_g2	K10408
isogroup74352_c3_g1	K05103
isogroup71579_c0_g3	K11851
isogroup75100_c1_g1	K05762
isogroup74299_c1_g6	K02259
isogroup76966_c1_g1	K10424
isogroup75588_c0_g1	K21289
isogroup66662_c6_g1	K09568
isogroup20495_c0_g1	K10405
isogroup77322_c0_g1	K13184
isogroup77961_c0_g1	K10408
isogroup74902_c0_g1	K10104
isogroup78257_c0_g1	K12311
isogroup72612_c1_g2	K09275
isogroup68946_c0_g1	K06820
isogroup66629_c0_g1	K12804
isogroup72700_c0_g2	K06835
isogroup49885_c0_g1	K10104
isogroup68958_c0_g4	K10380
isogroup75822_c0_g1	K08568
isogroup58964_c0_g1	K11253
isogroup70487_c2_g1	K22017
isogroup81368_c0_g1	K16474
isogroup71066_c10_g1	K00899
isogroup73474_c0_g1	K19400
isogroup62098_c0_g1	K14563
isogroup74793_c4_g1	K20287
isogroup72868_c2_g3	K02266
isogroup76432_c0_g4	K09499
isogroup73802_c2_g2	K00654
isogroup69613_c3_g2	K07375
isogroup45873_c0_g1	K01275
isogroup92415_c0_g1	K23680
isogroup78743_c3_g1	K20526
isogroup67900_c1_g4	K15276
isogroup72133_c3_g4	K14753
isogroup67852_c0_g1	K02979
isogroup78757_c0_g1	K17686
isogroup57971_c0_g1	K16910
isogroup79019_c3_g1	K06530
isogroup75124_c3_g3	K00140
isogroup70767_c0_g2	K20314
isogroup61457_c0_g1	K16197
isogroup78369_c1_g2	K11824
isogroup74623_c1_g1	K02941
isogroup71810_c0_g3	K08399
isogroup69087_c6_g2	K24195
isogroup54033_c0_g2	K16833
isogroup65582_c7_g1	K10643
isogroup73407_c1_g1	K06704
isogroup77939_c0_g3	K08283
isogroup32421_c0_g1	K13917
isogroup68397_c0_g2	K05103
isogroup68016_c0_g1	K00461
isogroup71446_c1_g1	K02974
isogroup49866_c0_g2	K09560
isogroup52516_c0_g1	K11729
isogroup79217_c5_g1	K11838
isogroup46211_c0_g1	K11857
isogroup72325_c1_g1	K04354
isogroup68411_c3_g1	K04649
isogroup115841_c0_g1	K14943
isogroup69814_c2_g3	K10435
isogroup78572_c0_g1	K13524
isogroup40183_c0_g1	K05855
isogroup71418_c3_g6	K14285
isogroup103804_c0_g1	K17495
isogroup71642_c5_g3	K24029
isogroup77995_c1_g1	K11644
isogroup77744_c0_g1	K00615
isogroup76526_c8_g3	K02936
isogroup74940_c4_g1	K20474
isogroup74675_c2_g1	K13194
isogroup64273_c1_g14	K01183
isogroup95104_c0_g1	K13421
isogroup70035_c7_g1	K03231
isogroup75053_c0_g3	K07984
isogroup69281_c3_g1	K04556
isogroup75859_c0_g1	K16762
isogroup56474_c0_g3	K03242
isogroup62943_c0_g1	K04600
isogroup79278_c1_g1	K13912
isogroup70429_c5_g10	K03283
isogroup75888_c1_g1	K23438
isogroup76690_c3_g1	K21290
isogroup56686_c0_g2	K14326
isogroup64091_c2_g1	K11594
isogroup98560_c0_g1	K02942
isogroup72278_c2_g2	K03283
isogroup66365_c0_g1	K11271
isogroup79119_c3_g1	K10590
isogroup75794_c2_g1	K20899
isogroup73935_c8_g1	K15109
isogroup76400_c0_g1	K10684
isogroup77165_c0_g1	K05292
isogroup52190_c0_g1	K17553
isogroup65957_c8_g1	K16540
isogroup76318_c0_g4	K06530
isogroup71789_c1_g1	K18441
isogroup76598_c4_g1	K22653
isogroup76311_c2_g2	K08869
isogroup68497_c2_g2	K06170
isogroup22455_c0_g1	K11262
isogroup74844_c5_g2	K12188
isogroup75484_c0_g1	K10484
isogroup72709_c4_g1	K02678
isogroup4587_c0_g1	K04798
isogroup88687_c0_g1	K04600
isogroup77372_c4_g1	K07868
isogroup48753_c0_g1	K02140
isogroup73756_c0_g1	K25167
isogroup58835_c0_g7	K11182
isogroup4175_c0_g1	K08956
isogroup71146_c2_g1	K23565
isogroup75932_c0_g2	K03061
isogroup74102_c1_g2	K06691
isogroup62396_c0_g1	K01904
isogroup75270_c0_g1	K23963
isogroup80101_c0_g1	K05658
isogroup71141_c2_g2	K07393
isogroup67838_c8_g3	K02870
isogroup66094_c4_g3	K17341
isogroup75091_c4_g2	K07375
isogroup57949_c0_g6	K07889
isogroup60325_c0_g1	K02127
isogroup66662_c8_g5	K05768
isogroup54410_c0_g1	K13499
isogroup74920_c0_g1	K04615
isogroup69725_c11_g1	K15445
isogroup69547_c0_g1	K18441
isogroup66613_c0_g1	K15621
isogroup36962_c0_g1	K02943
isogroup2691_c0_g1	K09584
isogroup76800_c0_g1	K10408
isogroup72865_c0_g2	K00948
isogroup66990_c2_g1	K12741
isogroup75396_c1_g1	K13093
isogroup68107_c0_g1	K02960
isogroup75868_c0_g2	K09597
isogroup73571_c3_g2	K01265
isogroup76712_c1_g1	K05695
isogroup48257_c0_g1	K12854
isogroup76878_c1_g1	K12647
isogroup67654_c0_g1	K24759
isogroup70005_c0_g2	K11884
isogroup96096_c0_g1	K08799
isogroup70719_c1_g2	K01194
isogroup72492_c2_g1	K20303
isogroup97024_c0_g1	K02903
isogroup58093_c0_g1	K06528
isogroup74586_c2_g1	K14550
isogroup72672_c0_g1	K07901
isogroup60746_c0_g1	K19499
isogroup74641_c0_g1	K14570
isogroup64782_c0_g1	K22125
isogroup77711_c0_g1	K04728
isogroup40283_c0_g1	K04437
isogroup77033_c1_g1	K20100
isogroup68895_c0_g1	K08106
isogroup106808_c0_g1	K02873
isogroup57839_c0_g3	K01805
isogroup13703_c0_g1	K04569
isogroup47612_c0_g2	K00134
isogroup54062_c0_g1	K20369
isogroup66725_c0_g1	K20002
isogroup74954_c0_g3	K00850
isogroup68666_c2_g2	K08017
isogroup70117_c5_g5	K19719
isogroup19827_c0_g1	K17503
isogroup72692_c4_g1	K05692
isogroup58928_c0_g1	K06158
isogroup71802_c2_g6	K11188
isogroup69452_c3_g1	K23234
isogroup67107_c0_g1	K14411
isogroup48945_c0_g2	K05757
isogroup80696_c0_g1	K23114
isogroup43500_c0_g1	K00471
isogroup70021_c2_g1	K12846
isogroup71757_c0_g1	K10685
isogroup57776_c0_g2	K23924
isogroup78600_c1_g1	K08799
isogroup92775_c0_g1	K15683
isogroup64837_c0_g3	K11187
isogroup82866_c0_g1	K15595
isogroup86123_c0_g1	K19027
isogroup69227_c0_g1	K19951
isogroup72494_c0_g1	K15191
isogroup42418_c0_g1	K17578
isogroup79415_c5_g1	K21853
isogroup36891_c0_g1	K08745
isogroup66220_c0_g1	K22388
isogroup79008_c2_g3	K06237
isogroup78270_c2_g2	K05970
isogroup75498_c0_g6	K05093
isogroup68992_c2_g1	K09330
isogroup60304_c0_g1	K13207
isogroup32937_c0_g1	K04439
isogroup67726_c0_g1	K14325
isogroup72768_c3_g1	K00814
isogroup71735_c3_g1	K09527
isogroup67209_c0_g1	K22610
isogroup76888_c4_g3	K07375
isogroup70625_c7_g1	K14530
isogroup48853_c0_g1	K11643
isogroup72034_c0_g1	K07936
isogroup113839_c0_g1	K13239
isogroup71734_c0_g1	K00939
isogroup71558_c1_g1	K05954
isogroup68243_c0_g1	K10889
isogroup77466_c0_g2	K15335
isogroup72168_c0_g2	K12621
isogroup76585_c0_g1	K01937
isogroup66920_c0_g3	K13051
isogroup77385_c0_g1	K01259
isogroup1016_c0_g2	K00134
isogroup70817_c1_g1	K09848
isogroup40733_c0_g1	K10082
isogroup80084_c0_g1	K18743
isogroup70538_c3_g3	K03386
isogroup68012_c7_g7	K02984
isogroup75944_c3_g1	K16197
isogroup67416_c0_g1	K20399
isogroup72638_c3_g2	K17571
isogroup75679_c0_g2	K23380
isogroup49448_c0_g1	K12479
isogroup76254_c4_g1	K20292
isogroup77686_c0_g2	K15193
isogroup59965_c0_g2	K03952
isogroup60259_c0_g1	K20346
isogroup63421_c0_g1	K00799
isogroup73543_c1_g1	K15281
isogroup79131_c13_g1	K02260
isogroup73240_c0_g1	K20032
isogroup78226_c0_g1	K08803
isogroup78902_c2_g1	K24260
isogroup24272_c0_g1	K13278
isogroup64807_c0_g2	K00289
isogroup64256_c0_g1	K00275
isogroup61460_c0_g2	K08574
isogroup71028_c4_g3	K03173
isogroup44152_c0_g1	K15296
isogroup66560_c0_g1	K10873
isogroup52916_c0_g1	K03654
isogroup52221_c0_g1	K00615
isogroup75290_c2_g6	K17285
isogroup72454_c0_g1	K22858
isogroup76411_c1_g1	K10392
isogroup68288_c4_g1	K10427
isogroup57815_c0_g3	K01874
isogroup39987_c0_g1	K11687
isogroup76417_c1_g4	K24946
isogroup69256_c0_g1	K20412
isogroup56808_c0_g1	K04461
isogroup54402_c0_g1	K10408
isogroup78529_c1_g1	K23298
isogroup68742_c0_g1	K16669
isogroup72661_c8_g1	K19828
isogroup62162_c0_g1	K13365
isogroup78377_c2_g1	K09529
isogroup79043_c0_g1	K10799
isogroup17835_c0_g1	K10356
isogroup48743_c0_g2	K00700
isogroup79105_c4_g2	K12231
isogroup76861_c0_g8	K01132
isogroup69351_c0_g7	K19511
isogroup74475_c3_g1	K14443
isogroup65201_c0_g2	K02152
isogroup69285_c8_g2	K05692
isogroup13360_c0_g1	K00789
isogroup72357_c1_g1	K15176
isogroup71782_c0_g1	K00231
isogroup63500_c0_g1	K01520
isogroup74976_c0_g1	K13783
isogroup72093_c1_g1	K18441
isogroup70035_c8_g2	K03231
isogroup75585_c0_g2	K12844
isogroup74759_c1_g2	K15361
isogroup74884_c3_g1	K09275
isogroup75577_c1_g1	K08465
isogroup106957_c0_g1	K07198
isogroup84750_c0_g1	K11450
isogroup66720_c0_g1	K10859
isogroup6077_c0_g1	K06126
isogroup76950_c2_g1	K00164
isogroup16127_c0_g1	K05129
isogroup66141_c4_g5	K02947
isogroup7583_c0_g1	K12621
isogroup11757_c0_g1	K10409
isogroup74243_c0_g1	K08803
isogroup76073_c0_g1	K21842
isogroup28729_c0_g1	K12177
isogroup66472_c0_g1	K18849
isogroup75598_c1_g2	K10349
isogroup73927_c0_g2	K08870
isogroup67857_c2_g1	K16197
isogroup74246_c0_g1	K12495
isogroup65957_c7_g9	K00629
isogroup115766_c0_g1	K11599
isogroup75498_c1_g2	K16669
isogroup78193_c1_g3	K12382
isogroup69871_c3_g1	K03062
isogroup69935_c1_g1	K14001
isogroup33505_c0_g1	K17794
isogroup66591_c0_g1	K00734
isogroup73191_c4_g1	K16743
isogroup22724_c0_g1	K00231
isogroup64961_c0_g1	K13219
isogroup76361_c2_g1	K13254
isogroup75226_c0_g1	K00774
isogroup73062_c0_g2	K01265
isogroup50826_c0_g1	K12666
isogroup70937_c4_g4	K07374
isogroup67195_c1_g2	K24983
isogroup66101_c3_g1	K03237
isogroup69108_c1_g1	K20174
isogroup78648_c1_g1	K06584
isogroup53932_c0_g2	K17261
isogroup78787_c4_g2	K04984
isogroup45973_c0_g3	K16197
isogroup76999_c1_g1	K09536
isogroup68212_c3_g3	K22614
isogroup72216_c1_g1	K15503
isogroup10702_c0_g1	K17501
isogroup72538_c1_g1	K04797
isogroup77765_c3_g2	K12818
isogroup62424_c1_g7	K05691
isogroup72840_c8_g5	K01201
isogroup75979_c1_g2	K23368
isogroup75972_c0_g1	K17915
isogroup71987_c0_g1	K22909
isogroup79244_c3_g1	K10421
isogroup76283_c4_g5	K04601
isogroup54090_c0_g2	K05850
isogroup79198_c0_g1	K11647
isogroup70545_c0_g2	K03537
isogroup65952_c0_g4	K02936
isogroup76443_c0_g1	K22555
isogroup30774_c0_g1	K10693
isogroup90741_c0_g1	K12350
isogroup71802_c2_g5	K11188
isogroup71086_c0_g1	K22754
isogroup74081_c2_g1	K14965
isogroup72852_c8_g1	K02987
isogroup70448_c6_g3	K14948
isogroup23907_c0_g1	K01966
isogroup69766_c1_g2	K20656
isogroup100868_c0_g1	K05609
isogroup66978_c1_g2	K22754
isogroup73808_c0_g1	K13194
isogroup77712_c0_g1	K19352
isogroup65071_c0_g1	K02997
isogroup62424_c1_g3	K05691
isogroup75177_c0_g1	K17199
isogroup75072_c0_g4	K20028
isogroup74842_c0_g2	K24931
isogroup85595_c0_g1	K15272
isogroup73440_c0_g2	K12349
isogroup77504_c1_g1	K15137
isogroup79372_c5_g2	K17732
isogroup9365_c0_g1	K24469
isogroup70145_c0_g1	K14564
isogroup75773_c0_g1	K00591
isogroup71066_c9_g2	K05665
isogroup72176_c1_g2	K21776
isogroup79357_c7_g4	K18408
isogroup73501_c7_g1	K23583
isogroup71741_c4_g1	K08009
isogroup65494_c0_g1	K09848
isogroup8295_c0_g1	K12311
isogroup47409_c0_g1	K24721
isogroup116640_c0_g1	K03031
isogroup69680_c3_g1	K21878
isogroup74165_c3_g2	K08803
isogroup76066_c1_g4	K14012
isogroup43555_c0_g2	K10436
isogroup68112_c0_g1	K00940
isogroup55286_c0_g1	K02145
isogroup59801_c0_g1	K03115
isogroup112151_c0_g1	K03248
isogroup66122_c1_g1	K02964
isogroup65539_c0_g1	K13411
isogroup77789_c0_g1	K03495
isogroup78272_c0_g1	K12488
isogroup71024_c0_g1	K01273
isogroup70959_c4_g1	K18587
isogroup79239_c5_g1	K16848
isogroup69717_c3_g3	K11253
isogroup71145_c1_g1	K06106
isogroup74009_c4_g1	K07936
isogroup89243_c0_g1	K09549
isogroup71889_c0_g5	K07874
isogroup67595_c6_g3	K02973
isogroup78325_c0_g1	K22614
isogroup72689_c1_g1	K00626
isogroup75195_c1_g1	K15201
isogroup75197_c2_g3	K17267
isogroup74358_c2_g2	K07151
isogroup75182_c0_g1	K12487
isogroup78030_c1_g1	K16507
isogroup61820_c0_g1	K04403
isogroup76662_c0_g1	K07369
isogroup68560_c4_g1	K01365
isogroup26762_c0_g1	K15028
isogroup68854_c1_g3	K12193
isogroup56499_c0_g1	K04513
isogroup10290_c0_g1	K08776
isogroup72607_c0_g2	K12735
isogroup73350_c0_g1	K14304
isogroup67369_c0_g2	K05695
isogroup75912_c0_g5	K05619
isogroup76361_c1_g3	K06839
isogroup67091_c2_g1	K12035
isogroup72851_c1_g2	K03173
isogroup73182_c2_g3	K00915
isogroup71319_c0_g1	K24272
isogroup68617_c4_g6	K04097
isogroup54095_c0_g1	K05759
isogroup66939_c0_g1	K23847
isogroup54404_c0_g1	K06271
isogroup76334_c1_g2	K05218
isogroup114276_c0_g1	K22075
isogroup55243_c0_g1	K00907
isogroup67932_c0_g3	K00993
isogroup70322_c2_g1	K12303
isogroup26200_c0_g1	K13113
isogroup66723_c1_g3	K00461
isogroup11419_c0_g1	K23209
isogroup69706_c1_g1	K13303
isogroup68628_c5_g1	K03063
isogroup64823_c0_g1	K14216
isogroup79151_c2_g2	K05724
isogroup77263_c6_g1	K01754
isogroup103007_c0_g1	K00364
isogroup66881_c1_g1	K08106
isogroup37772_c0_g1	K07880
isogroup77827_c2_g1	K09487
isogroup75245_c1_g1	K12035
isogroup57172_c1_g1	K02958
isogroup69675_c4_g1	K02183
isogroup67689_c1_g1	K04712
isogroup57084_c0_g1	K01116
isogroup41928_c0_g1	K13365
isogroup79087_c4_g2	K06091
isogroup52734_c0_g2	K24225
isogroup68557_c0_g1	K02953
isogroup74904_c0_g1	K07277
isogroup73706_c0_g2	K22746
isogroup70745_c10_g1	K15451
isogroup74752_c1_g2	K20804
isogroup99246_c0_g1	K19867
isogroup70441_c5_g1	K03178
isogroup68851_c2_g6	K00232
isogroup56367_c0_g1	K04043
isogroup67214_c0_g1	K00868
isogroup51391_c0_g1	K24721
isogroup25629_c0_g1	K03841
isogroup69408_c0_g1	K04412
isogroup67884_c5_g1	K00654
isogroup72448_c0_g1	K04615
isogroup73053_c0_g1	K08855
isogroup79131_c12_g1	K01527
isogroup77492_c1_g1	K10601
isogroup45681_c0_g1	K17095
isogroup109925_c0_g1	K21289
isogroup71730_c0_g2	K12402
isogroup70538_c2_g1	K13720
isogroup75452_c0_g1	K13273
isogroup69302_c0_g1	K01365
isogroup62088_c0_g1	K00121
isogroup70525_c2_g1	K16174
isogroup73614_c0_g2	K00078
isogroup75151_c1_g7	K07293
isogroup76642_c2_g1	K09667
isogroup66867_c1_g1	K02881
